-5.112355351448059082e-01,0.000000000000000000e+00,-1.000000000000000000e+00,3.303253352642059326e-01,6.758682131767272949e-01,3.303253352642059326e-01
-5.123282074928283691e-01,0.000000000000000000e+00,-1.000000000000000000e+00,3.725173473358154297e-01,6.964600086212158203e-01,3.725173473358154297e-01
-5.145054459571838379e-01,0.000000000000000000e+00,-1.000000000000000000e+00,3.984136879444122314e-01,7.133397459983825684e-01,3.984136879444122314e-01
-5.177508592605590820e-01,0.000000000000000000e+00,-1.000000000000000000e+00,4.162712991237640381e-01,7.268253564834594727e-01,4.162712991237640381e-01
-5.220401287078857422e-01,0.000000000000000000e+00,-1.000000000000000000e+00,4.295546412467956543e-01,7.377951741218566895e-01,4.295546412467956543e-01
-5.273410677909851074e-01,0.000000000000000000e+00,-1.000000000000000000e+00,4.398975670337677002e-01,7.470377087593078613e-01,4.398975670337677002e-01
-5.336139798164367676e-01,0.000000000000000000e+00,-1.000000000000000000e+00,4.481399059295654297e-01,7.551443576812744141e-01,4.481399059295654297e-01
-5.408117771148681641e-01,0.000000000000000000e+00,-1.000000000000000000e+00,4.547426700592041016e-01,7.625342011451721191e-01,4.547426700592041016e-01
-5.488805174827575684e-01,0.000000000000000000e+00,-1.000000000000000000e+00,4.599722325801849365e-01,7.694988846778869629e-01,4.599722325801849365e-01
-5.577598214149475098e-01,0.000000000000000000e+00,-1.000000000000000000e+00,4.639862477779388428e-01,7.762407064437866211e-01,4.639862477779388428e-01
-5.673833489418029785e-01,0.000000000000000000e+00,-1.000000000000000000e+00,4.668757617473602295e-01,7.829004526138305664e-01,4.668757617473602295e-01
-5.776794552803039551e-01,0.000000000000000000e+00,-1.000000000000000000e+00,4.686860144138336182e-01,7.895766496658325195e-01,4.686860144138336182e-01
-5.885717868804931641e-01,0.000000000000000000e+00,-1.000000000000000000e+00,4.694258868694305420e-01,7.963384389877319336e-01,4.694258868694305420e-01
-5.999798178672790527e-01,0.000000000000000000e+00,-1.000000000000000000e+00,4.690721929073333740e-01,8.032349348068237305e-01,4.690721929073333740e-01
-6.118200421333312988e-01,0.000000000000000000e+00,-1.000000000000000000e+00,4.675680994987487793e-01,8.103015422821044922e-01,4.675680994987487793e-01
-6.240062713623046875e-01,0.000000000000000000e+00,-1.000000000000000000e+00,4.648203551769256592e-01,8.175652623176574707e-01,4.648203551769256592e-01
-6.364508271217346191e-01,0.000000000000000000e+00,-1.000000000000000000e+00,4.606924355030059814e-01,8.250486254692077637e-01,4.606924355030059814e-01
-6.490650177001953125e-01,0.000000000000000000e+00,-1.000000000000000000e+00,4.549938738346099854e-01,8.327733278274536133e-01,4.549938738346099854e-01
-6.617603302001953125e-01,0.000000000000000000e+00,-1.000000000000000000e+00,4.474646449089050293e-01,8.407646417617797852e-01,4.474646449089050293e-01
